CustomerID,TotalQuantity,TotalSpend,NumVisit,TicketSize,LastVisit,FirstVisit,AgeofUsage_day,AgeofUsage_month,ActiveMonth,ActiveDate,PercActiveMonth,PercActiveDay,ActiveDateperMonth,NumProduct,NumFresh,NumGrocery,NumMixed,NumNonFood,NumXX,PercFresh,PercGrocery,PercMixed,PercNonFood,PercXX,TotalSpend_Median,TotalSpend_Per75,TotalSpend_Per25,NumWeekday,NumWeekend,NumMorning,NumAfternoon,NumEvening,PercWeekday,PercWeekend,PercMorning,PercAfternoon,PercEvening
CUST0000653126,320,383.21,66,5.81,2008-06-11,2007-08-09,308,11,11,61,100.0,19.81,28.0,178,28,23,12,0,0,42.4242,34.8485,18.1818,0.0,0.0,2.77,8.15,1.35,53,13,5,34,19,80.3,19.7,7.58,51.52,28.79
CUST0000986734,4040,5365.54,529,10.14,2008-07-06,2006-04-13,816,28,28,411,100.0,50.37,29.142857142857142,780,251,96,167,0,0,47.448,18.1474,31.569,0.0,0.0,5.87,12.47,2.56,373,156,116,263,106,70.51,29.49,21.93,49.72,20.04
CUST0000031233,112,100.6,26,3.87,2008-07-05,2006-05-14,784,27,15,25,55.56,3.19,29.037037037037038,18,23,2,1,0,0,88.4615,7.6923,3.8462,0.0,0.0,3.79,4.73,2.94,18,8,14,12,0,69.23,30.77,53.85,46.15,0.0
CUST0000167190,1343,2219.07,62,35.79,2008-06-03,2006-04-27,769,27,27,62,100.0,8.06,28.481481481481481,380,41,1,18,0,0,66.129,1.6129,29.0323,0.0,0.0,31.66,47.05,24.51,48,14,8,44,7,77.42,22.58,12.9,70.97,11.29
CUST0000657952,862,1319.24,40,32.98,2008-06-27,2006-10-18,619,21,15,38,71.43,6.14,29.476190476190474,194,13,0,27,0,0,32.5,0.0,67.5,0.0,0.0,31.26,38.52,26.39,30,10,20,19,0,75.0,25.0,50.0,47.5,0.0
CUST0000242095,361,398.96,136,2.93,2008-07-03,2006-04-10,816,28,27,125,96.43,15.32,29.142857142857142,117,56,48,21,0,0,41.1765,35.2941,15.4412,0.0,0.0,2.04,3.4,0.97,92,44,29,57,38,67.65,32.35,21.32,41.91,27.94
CUST0000832547,845,1042.79,60,17.38,2008-06-29,2006-04-16,806,27,26,59,96.3,7.32,29.851851851851851,288,29,3,28,0,0,48.3333,5.0,46.6667,0.0,0.0,17.91,25.48,7.86,37,23,11,42,3,61.67,38.33,18.33,70.0,5.0
CUST0000673735,1653,2003.84,93,21.55,2008-06-13,2006-04-26,780,27,21,86,77.78,11.03,28.888888888888889,315,33,15,41,0,1,35.4839,16.129,44.086,0.0,1.0753,13.9,39.9,2.91,69,24,7,65,12,74.19,25.81,7.53,69.89,12.9
CUST0000234306,250,378.07,32,11.81,2008-07-04,2006-06-03,763,26,16,30,61.54,3.93,29.346153846153847,145,10,8,10,0,1,31.25,25.0,31.25,0.0,3.125,7.94,17.69,4.08,20,12,3,23,1,62.5,37.5,9.38,71.88,3.13
CUST0000603024,2244,3357.5,347,9.68,2008-06-29,2006-04-10,812,27,27,296,100.0,36.45,30.074074074074073,569,223,10,80,0,3,64.2651,2.8818,23.0548,0.0,0.8646,4.42,9.08,2.52,259,88,25,229,49,74.64,25.36,7.2,65.99,14.12
CUST0000812410,1628,1325.7,93,14.25,2008-07-01,2006-04-14,810,28,28,90,100.0,11.11,28.928571428571427,264,66,0,26,0,1,70.9677,0.0,27.957,0.0,1.0753,13.37,16.5,10.55,63,30,2,67,13,67.74,32.26,2.15,72.04,13.98
CUST0000016404,1239,1627.11,81,20.09,2008-06-30,2006-11-23,586,20,20,75,100.0,12.8,29.3,344,22,27,28,0,0,27.1605,33.3333,34.5679,0.0,0.0,12.66,34.62,3.38,54,27,16,48,6,66.67,33.33,19.75,59.26,7.41
CUST0000441856,237,235.32,82,2.87,2008-06-13,2006-04-10,796,27,12,71,44.44,8.92,29.481481481481481,80,28,26,23,0,0,34.1463,31.7073,28.0488,0.0,0.0,1.83,3.89,0.85,57,25,11,51,15,69.51,30.49,13.41,62.2,18.29
CUST0000777781,1166,1306.04,76,17.18,2008-07-06,2006-04-26,803,28,27,76,96.43,9.46,28.678571428571427,187,47,0,28,0,0,61.8421,0.0,36.8421,0.0,0.0,17.99,22.02,11.66,57,19,16,52,3,75.0,25.0,21.05,68.42,3.95
CUST0000169635,283,418.78,31,13.51,2008-05-20,2006-04-27,755,26,15,31,57.69,4.11,29.03846153846154,148,12,4,13,0,0,38.7097,12.9032,41.9355,0.0,0.0,10.49,20.27,4.62,23,8,5,5,15,74.19,25.81,16.13,16.13,48.39
CUST0000572854,1926,2638.83,85,31.05,2008-07-04,2006-04-16,811,28,24,85,85.71,10.48,28.964285714285715,259,27,3,55,0,0,31.7647,3.5294,64.7059,0.0,0.0,29.97,37.43,23.56,65,20,65,20,0,76.47,23.53,76.47,23.53,0.0
CUST0000762817,2020,2439.37,68,35.87,2008-05-22,2006-06-05,718,24,21,66,87.5,9.19,29.916666666666668,487,37,4,25,0,0,54.4118,5.8824,36.7647,0.0,0.0,35.35,45.55,27.53,48,20,6,57,0,70.59,29.41,8.82,83.82,0.0
CUST0000170198,536,954.64,21,45.46,2008-06-25,2006-04-19,799,27,11,21,40.74,2.63,29.592592592592592,134,9,3,8,0,0,42.8571,14.2857,38.0952,0.0,0.0,50.86,54.83,35.02,15,6,0,17,4,71.43,28.57,0.0,80.95,19.05
CUST0000096000,233,350.95,25,14.04,2008-06-11,2006-08-22,660,23,15,24,65.22,3.64,28.695652173913043,113,10,7,8,0,0,40.0,28.0,32.0,0.0,0.0,10.84,14.91,6.91,17,8,2,23,0,68.0,32.0,8.0,92.0,0.0
CUST0000057847,1465,2437.53,67,36.38,2008-06-29,2006-07-02,729,24,22,65,91.67,8.92,30.375,406,37,7,23,0,0,55.2239,10.4478,34.3284,0.0,0.0,38.09,55.73,17.43,42,25,14,28,20,62.69,37.31,20.9,41.79,29.85
CUST0000696111,3017,3323.11,247,13.45,2008-07-04,2006-04-14,813,28,28,214,100.0,26.32,29.035714285714285,384,162,19,60,0,2,65.587,7.6923,24.2915,0.0,0.8097,8.36,22.42,3.89,180,67,46,105,76,72.87,27.13,18.62,42.51,30.77
CUST0000448937,329,526.56,36,14.63,2008-05-31,2006-07-17,685,23,19,35,82.61,5.11,29.782608695652176,175,17,1,13,0,0,47.2222,2.7778,36.1111,0.0,0.0,10.81,19.96,3.63,24,12,10,13,11,66.67,33.33,27.78,36.11,30.56
CUST0000416322,1204,1561.15,131,11.92,2008-07-01,2006-04-19,805,28,28,126,100.0,15.65,28.75,219,81,20,27,0,0,61.8321,15.2672,20.6107,0.0,0.0,10.94,15.39,5.89,91,40,35,55,33,69.47,30.53,26.72,41.98,25.19
CUST0000403088,1991,2182.05,107,20.39,2008-06-21,2006-04-13,801,27,26,100,96.3,12.48,29.666666666666668,460,47,20,36,0,0,43.9252,18.6916,33.6449,0.0,0.0,18.74,31.7,6.76,76,31,22,71,7,71.03,28.97,20.56,66.36,6.54
CUST0000195321,500,834.0,48,17.38,2008-06-27,2006-06-11,748,25,22,47,88.0,6.28,29.92,201,35,8,3,0,0,72.9167,16.6667,6.25,0.0,0.0,11.82,26.03,5.58,35,13,4,39,2,72.92,27.08,8.33,81.25,4.17
CUST0000557293,382,542.38,71,7.64,2008-07-06,2006-04-22,807,28,22,68,78.57,8.43,28.821428571428573,166,46,11,9,0,1,64.7887,15.493,12.6761,0.0,1.4085,4.26,10.92,2.02,49,22,17,26,25,69.01,30.99,23.94,36.62,35.21
CUST0000848108,2413,2968.03,126,23.56,2008-07-06,2006-04-16,813,28,28,125,100.0,15.38,29.035714285714285,374,80,2,43,0,0,63.4921,1.5873,34.127,0.0,0.0,22.63,31.88,16.62,92,34,11,61,28,73.02,26.98,8.73,48.41,22.22
CUST0000053927,1210,1181.07,53,22.28,2008-06-26,2006-07-18,710,24,21,53,87.5,7.46,29.583333333333332,258,25,4,23,0,0,47.1698,7.5472,43.3962,0.0,0.0,24.82,34.66,6.14,32,21,15,34,1,60.38,39.62,28.3,64.15,1.89
CUST0000450865,564,799.77,21,38.08,2008-07-06,2006-06-17,751,26,14,20,53.85,2.66,28.884615384615383,242,5,3,12,0,0,23.8095,14.2857,57.1429,0.0,0.0,46.83,51.01,18.47,15,6,0,16,2,71.43,28.57,0.0,76.19,9.52
CUST0000175060,1891,2484.21,142,17.49,2008-06-28,2006-04-16,805,27,27,133,100.0,16.52,29.814814814814813,321,53,23,63,0,0,37.3239,16.1972,44.3662,0.0,0.0,17.83,28.45,5.33,107,35,15,44,65,75.35,24.65,10.56,30.99,45.77
CUST0000211159,810,944.79,45,21.0,2008-06-18,2006-08-02,687,23,20,42,86.96,6.11,29.869565217391305,260,21,4,18,0,0,46.6667,8.8889,40.0,0.0,0.0,21.46,27.8,10.14,29,16,3,27,14,64.44,35.56,6.67,60.0,31.11
CUST0000381297,253,426.12,43,9.91,2008-07-04,2006-07-20,716,25,21,41,84.0,5.73,28.64,126,19,11,6,0,0,44.186,25.5814,13.9535,0.0,0.0,6.82,13.37,3.23,26,17,0,14,26,60.47,39.53,0.0,32.56,60.47
CUST0000660556,580,861.0,33,26.09,2008-05-18,2006-04-23,757,26,20,29,76.92,3.83,29.115384615384617,228,14,2,15,0,0,42.4242,6.0606,45.4545,0.0,0.0,20.94,34.65,10.32,24,9,5,22,4,72.73,27.27,15.15,66.67,12.12
CUST0000313042,280,368.49,31,11.89,2008-06-13,2006-04-10,796,27,15,31,55.56,3.89,29.481481481481481,147,6,12,11,0,0,19.3548,38.7097,35.4839,0.0,0.0,6.54,17.79,4.23,23,8,0,15,13,74.19,25.81,0.0,48.39,41.94
CUST0000393587,1730,1816.6,171,10.62,2008-07-06,2006-04-23,806,28,28,160,100.0,19.85,28.785714285714285,540,76,35,49,0,2,44.4444,20.4678,28.655,0.0,1.1696,6.38,13.9,2.39,122,49,37,92,32,71.35,28.65,21.64,53.8,18.71
CUST0000917992,479,958.23,155,6.18,2008-07-03,2006-04-14,812,28,28,143,100.0,17.61,29.0,202,35,81,21,0,1,22.5806,52.2581,13.5484,0.0,0.6452,3.73,6.61,1.75,118,37,8,81,56,76.13,23.87,5.16,52.26,36.13
CUST0000831416,378,448.17,25,17.93,2008-06-29,2006-09-08,661,22,16,24,72.73,3.63,30.045454545454547,155,7,3,13,0,0,28.0,12.0,52.0,0.0,0.0,22.16,26.11,6.15,18,7,2,11,8,72.0,28.0,8.0,44.0,32.0
CUST0000745448,410,403.52,63,6.41,2008-07-01,2006-05-02,792,27,19,59,70.37,7.45,29.333333333333332,121,12,37,7,0,0,19.0476,58.7302,11.1111,0.0,0.0,3.3,6.82,1.39,46,17,28,23,6,73.02,26.98,44.44,36.51,9.52
CUST0000868779,1283,1509.29,34,44.39,2008-06-26,2006-07-22,706,24,17,33,70.83,4.67,29.416666666666668,313,8,4,22,0,0,23.5294,11.7647,64.7059,0.0,0.0,41.11,57.45,27.59,23,11,5,21,2,67.65,32.35,14.71,61.76,5.88
CUST0000107193,931,934.2,111,8.42,2008-07-03,2006-04-11,815,28,28,111,100.0,13.62,29.107142857142858,119,44,7,57,0,0,39.6396,6.3063,51.3514,0.0,0.0,7.77,11.19,4.52,86,25,37,69,0,77.48,22.52,33.33,62.16,0.0
CUST0000618211,2522,3628.25,166,21.86,2008-06-25,2006-04-11,807,27,19,148,70.37,18.34,29.888888888888889,524,113,9,40,0,1,68.0723,5.4217,24.0964,0.0,0.6024,16.43,31.55,7.32,119,47,53,83,20,71.69,28.31,31.93,50.0,12.05
CUST0000298310,3592,4075.86,198,20.59,2008-07-03,2006-04-16,810,28,28,183,100.0,22.59,28.928571428571427,411,44,30,120,0,0,22.2222,15.1515,60.6061,0.0,0.0,20.69,31.1,8.15,142,56,21,99,68,71.72,28.28,10.61,50.0,34.34
CUST0000275967,3206,3797.31,127,29.9,2008-07-02,2006-04-11,814,28,28,127,100.0,15.6,29.071428571428573,382,94,6,25,0,0,74.0157,4.7244,19.685,0.0,0.0,31.58,39.02,22.41,94,33,8,50,52,74.02,25.98,6.3,39.37,40.94
CUST0000575612,1578,1631.42,63,25.9,2008-07-04,2006-06-26,740,26,24,62,92.31,8.38,28.46153846153846,337,3,26,33,0,0,4.7619,41.2698,52.381,0.0,0.0,27.11,38.86,3.67,48,15,8,34,19,76.19,23.81,12.7,53.97,30.16
CUST0000899358,361,399.82,29,13.79,2008-06-20,2006-08-07,684,23,17,27,73.91,3.95,29.739130434782609,154,19,1,8,0,0,65.5172,3.4483,27.5862,0.0,0.0,12.22,18.68,6.8,20,9,6,22,0,68.97,31.03,20.69,75.86,0.0
CUST0000176901,809,907.21,53,17.12,2008-04-22,2006-05-22,702,24,21,53,87.5,7.55,29.25,308,32,3,14,0,0,60.3774,5.6604,26.4151,0.0,0.0,12.26,33.03,2.95,40,13,15,29,7,75.47,24.53,28.3,54.72,13.21
CUST0000755461,878,1167.06,75,15.56,2008-07-06,2006-04-12,817,28,25,75,89.29,9.18,29.178571428571427,161,41,2,32,0,0,54.6667,2.6667,42.6667,0.0,0.0,16.24,19.04,11.11,51,24,11,47,10,68.0,32.0,14.67,62.67,13.33
CUST0000122195,1580,1470.16,243,6.05,2008-07-02,2006-11-18,593,21,21,209,100.0,35.24,28.238095238095237,378,108,47,73,0,2,44.4444,19.3416,30.0412,0.0,0.823,4.06,8.51,2.38,182,61,64,162,12,74.9,25.1,26.34,66.67,4.94
CUST0000199923,621,739.94,33,22.42,2008-06-22,2006-04-15,800,27,17,32,62.96,4.0,29.62962962962963,128,12,7,8,0,1,36.3636,21.2121,24.2424,0.0,3.0303,16.39,25.17,5.68,25,8,3,21,8,75.76,24.24,9.09,63.64,24.24
CUST0000723680,143,360.05,48,7.5,2008-06-29,2006-09-11,658,22,13,44,59.09,6.69,29.90909090909091,46,6,40,2,0,0,12.5,83.3333,4.1667,0.0,0.0,4.92,10.3,2.96,36,12,11,7,30,75.0,25.0,22.92,14.58,62.5
CUST0000329291,333,216.13,30,7.2,2008-05-04,2006-07-30,645,23,20,30,86.96,4.65,28.043478260869566,42,13,6,8,0,2,43.3333,20.0,26.6667,0.0,6.6667,3.62,11.32,1.56,23,7,13,12,2,76.67,23.33,43.33,40.0,6.67
CUST0000708150,115,142.83,34,4.2,2008-06-14,2006-11-30,563,20,9,32,45.0,5.68,28.15,56,17,10,6,0,0,50.0,29.4118,17.6471,0.0,0.0,3.44,5.88,1.33,29,5,2,11,18,85.29,14.71,5.88,32.35,52.94
